id,age,income,gender,purchase_amount,signup_date
623,30,66622.74,Female,22.79,2023-08-27
607,41,46114.37,Male,4.96,2023-06-12
181,62,49508.7,Female,56.29,2023-01-04
302,26,59158.79,Male,32.54,2023-10-03
514,31,45783.5,Female,162.55,2023-11-07
900,68,42681.33,Female,,2023-11-01
731,66,39223.89,Male,61.47,2023-03-26
844,26,20368.0,Female,10.79,2023-05-17
668,52,37295.58,Male,202.69,2023-04-16
518,66,58588.74,Female,34.97,2023-12-24
995,63,48185.78,Male,136.65,2023-12-03
46,26,50721.27,Female,68.89,2023-06-19
918,65,40146.59,Female,77.85,2023-09-03
158,49,30573.82,Male,185.38,2023-05-06
752,58,88695.64,Male,48.89,2023-10-31
172,53,33402.11,Female,41.77,2023-02-08
17,20,36865.73,Female,26.38,2023-05-05
512,39,39770.24,Male,14.03,2023-08-25
49,21,59578.89,Male,356.37,2023-07-22
982,45,37242.19,Male,27.54,2023-01-18
849,30,72961.26,Male,16.0,2023-05-27
516,22,59612.64,Male,293.32,2023-02-25
693,55,38690.53,Female,20.96,2023-11-12
481,36,52947.82,Male,,2023-10-21
284,40,39452.35,Female,51.24,2023-11-11
850,21,68281.43,Female,49.62,2023-06-08
661,56,47749.17,Male,26.27,2023-12-16
226,66,76321.91,Female,100.2,2023-03-23
27,29,50727.82,male,54.57,2023-03-02
790,46,59137.07,Male,48.96,2023-10-20
438,31,52911.35,Female,31.08,2023-10-14
960,44,67602.11,Female,,2023-10-07
365,45,54337.53,Female,3.14,2023-07-09
230,19,48549.3,Male,,2023-11-28
38,68,61270.81,Female,29.35,2023-07-10
976,69,55717.38,Male,57.05,2023-12-02
375,61,37514.67,Male,226.43,2023-12-17
470,69,55280.83,Male,135.19,2023-06-25
978,64,60097.72,Male,76.94,2023-08-05
859,56,52408.61,Male,20.44,2023-07-06
713,27,26105.09,Female,,2023-10-08
733,50,45575.75,Male,21.92,2023-06-22
195,44,33341.36,Male,3.36,2023-05-08
910,41,39834.27,Female,4.81,2023-09-23
873,40,41352.34,Male,43.96,2023-12-07
504,39,32624.53,Female,76.15,2023-05-18
980,31,31635.53,Male,159.74,2023-06-13
883,51,67948.57,Female,241.09,2023-06-30
580,68,7271.86,Male,112.66,2023-08-29
979,39,47923.16,Male,27.31,2023-04-06
163,21,46313.85,Female,17.94,2023-02-25
709,36,51580.63,Female,22.11,2023-02-16
153,32,34818.43,Male,36.09,2023-08-04
688,44,62801.23,Female,39.79,2023-05-30
707,23,58250.78,Male,19.99,2023-06-24
763,27,40260.84,Male,5.12,2023-09-20
112,68,55004.93,Female,31.1,2023-08-23
227,34,18771.06,Female,210.79,2023-11-29
695,25,24605.65,Female,89.97,2023-03-28
104,24,53723.31,Male,182.62,2023-01-29
422,46,69176.78,Male,23.86,2023-03-24
420,65,44099.92,Male,76.02,2023-09-04
758,20,74425.95,Female,36.9,2023-05-10
587,46,42984.48,Female,,2023-11-01
788,45,68541.4,Female,34.91,2023-06-29
673,35,74630.23,Male,84.54,2023-07-21
120,56,36167.52,Female,123.41,2023-09-13
54,43,50710.98,Male,15.73,2023-07-01
152,32,43596.78,Male,5.3,2023-12-24
404,41,77700.61,Female,103.37,2023-04-29
954,63,54238.7,Female,70.81,2023-01-12
208,59,56663.95,Male,26.31,2023-07-03
659,40,45536.55,Female,85.84,2023-06-22
852,66,72360.89,Male,1.28,2023-12-07
988,43,56669.04,Female,60.18,2023-07-06
9,36,49880.41,Female,12.21,2023-07-26
909,37,56899.58,Male,55.65,2023-04-06
37,64,51489.98,Female,4.16,2023-07-16
453,66,56600.22,Male,40.17,2023-01-05
652,22,56803.01,Male,68.41,2023-08-18
254,28,57088.96,Male,24.5,2023-02-08
304,52,66211.71,Male,24.95,2023-12-03
754,31,74586.75,Male,47.28,2023-03-17
572,60,53910.11,Male,118.93,2023-06-12
624,40,34401.41,male,22.64,2023-11-20
717,20,53358.71,Female,211.82,2023-03-15
905,27,,Male,46.31,2023-03-25
263,37,57764.89,Male,154.65,2023-02-22
611,65,60914.44,Female,80.96,2023-11-13
298,29,59310.08,Male,24.3,2023-01-13
415,34,47493.23,Female,,2023-11-04
151,26,47629.88,Female,3.61,2023-02-19
984,31,58828.68,Male,389.32,2023-07-14
641,36,59580.95,Female,21.89,2023-06-20
938,67,57617.54,Male,19.35,2023-12-18
551,19,55988.35,Male,28.62,2023-09-06
799,42,52003.11,Male,,2023-01-27
489,26,51921.57,Female,9.58,2023-04-23
711,56,40979.49,Male,,2023-08-03
148,31,66412.87,Female,48.61,2023-10-17
147,43,50835.87,Female,5.6,2023-02-27
854,49,44943.71,Male,,2023-12-05
940,36,66087.61,Female,38.72,2023-06-25
747,52,64458.19,Female,121.91,2023-12-12
660,33,70635.6,Female,65.91,2023-05-31
349,68,29833.24,Female,11.15,2023-11-04
464,22,33948.73,Male,45.28,2023-06-11
326,46,42818.77,Female,55.04,2023-12-25
187,37,10235.45,Female,23.41,2023-05-10
124,26,78151.94,Male,125.76,2023-10-20
862,20,67859.69,Male,53.7,2023-07-13
609,66,48925.98,Male,23.56,2023-02-13
144,20,42331.76,Female,217.26,2023-04-08
969,34,54632.5,Female,32.16,2023-11-28
198,58,69073.33,Male,4.53,2023-04-22
610,52,49441.67,Male,39.69,2023-12-26
280,28,,Female,63.29,2023-09-13
294,66,26446.63,Male,115.21,2023-09-11
401,20,42658.41,Female,76.89,2023-07-03
123,24,56201.52,Male,93.72,2023-07-31
184,45,51596.45,Female,104.52,2023-06-15
203,44,31668.08,Male,,2023-09-04
439,29,66104.48,Male,74.83,2023-05-22
247,55,41903.6,FEMALE,16.68,2023-03-18
416,57,52200.71,Male,7.02,2023-02-27
784,26,28794.28,Female,,2023-04-11
868,47,46628.52,FEMALE,109.77,2023-10-29
915,30,29793.11,Male,113.72,2023-12-27
931,42,56838.32,Female,70.05,2023-11-18
896,41,65598.57,Female,,2023-01-12
130,40,49166.23,Male,101.71,2023-09-21
638,53,65759.82,Male,21.48,2023-05-16
403,63,60228.37,Male,58.28,2023-02-07
895,50,39963.91,Female,32.62,2023-07-14
778,45,49163.46,Male,109.01,2023-10-19
736,61,,Female,76.86,2023-09-15
922,40,60784.3,Male,15.18,2023-07-04
220,29,65735.14,Female,85.18,2023-12-03
642,29,32854.93,Female,23.72,2023-06-08
924,48,38648.07,Female,97.03,2023-12-29
760,40,46946.29,Female,21.1,2023-10-10
815,42,63786.15,Female,19.35,2023-05-21
928,21,46237.5,Male,74.32,2023-06-11
625,42,59191.61,Female,39.6,2023-10-23
847,68,31854.58,male,34.81,2023-05-15
768,29,26661.57,Male,80.89,2023-09-11
387,63,59878.16,Male,278.09,2023-08-15
983,40,41292.15,Male,161.86,2023-10-21
510,68,19373.98,Male,87.29,2023-07-11
268,36,28900.08,Male,50.78,2023-08-14
828,45,57120.47,Female,56.97,2023-05-28
442,32,39498.19,Male,175.28,2023-10-17
497,42,26241.46,Male,25.39,2023-08-15
113,34,65563.1,Female,,2023-01-07
692,54,49061.1,Female,39.84,2023-01-03
233,54,49435.48,Female,3.46,2023-11-23
878,19,52750.4,Male,15.92,2023-07-28
608,52,47054.75,Female,107.2,2023-05-02
672,28,30153.65,Male,62.0,2023-08-17
374,34,41438.81,Male,19.39,2023-06-20
992,20,50220.32,Female,27.68,2023-08-19
851,18,46798.36,Female,38.04,2023-06-12
234,49,66549.53,Male,31.25,2023-09-06
793,52,68196.47,Female,79.09,2023-08-16
677,27,64726.48,Male,,2023-11-19
318,55,50446.34,Female,46.33,2023-08-17
649,36,54820.36,Male,24.7,2023-05-05
411,44,66000.12,Female,70.43,2023-10-26
907,27,50480.06,Female,114.25,2023-10-11
710,61,,Male,19.91,2023-09-13
359,44,49258.04,Male,,2023-10-15
259,23,22386.89,Male,72.46,2023-07-06
745,54,50657.17,Female,192.73,2023-01-18
628,47,78710.47,Female,51.19,2023-08-08
633,42,52256.28,Male,93.73,2023-08-25
283,67,67239.1,Female,231.73,2023-06-26
377,47,41716.65,Female,211.73,2023-08-09
385,46,54287.98,Female,5.31,2023-07-19
225,54,30793.56,Female,236.8,2023-08-07
964,39,40229.65,Male,105.36,2023-05-26
823,52,58047.65,Female,34.72,2023-02-07
473,52,48767.73,Female,5.01,2023-09-03
348,29,45773.23,Male,,2023-11-09
506,20,63160.43,male,,2023-06-29
640,58,67805.45,Male,46.19,2023-09-28
998,62,43438.13,Male,2.88,2023-11-13
798,64,45363.25,Male,66.01,2023-06-14
937,49,72927.03,Male,26.36,2023-01-10
914,19,52770.2,Male,97.53,2023-11-29
620,54,6556.17,Female,37.93,2023-05-21
864,29,27726.53,Male,120.58,2023-09-30
812,28,62577.36,Female,1.35,2023-02-14
646,31,,Male,5.61,2023-03-12
855,51,40798.96,Female,45.01,2023-04-05
557,41,53366.78,Female,205.74,2023-06-15
968,65,50319.07,Male,84.03,2023-11-10
578,63,44440.79,Male,138.96,2023-10-10
796,68,55899.77,Male,96.58,2023-01-21
86,31,34878.71,Male,140.47,2023-05-11
243,49,52562.98,Male,,2023-11-14
699,39,52698.41,Male,71.07,2023-04-23
160,66,75035.32,Female,165.59,2023-03-13
525,43,63427.9,Female,106.19,2023-12-26
36,32,35336.67,Male,15.15,2023-01-28
541,27,49634.68,Male,87.7,2023-09-04
171,46,45966.67,Female,48.95,2023-05-18
655,42,67842.06,Male,1.07,2023-08-09
899,59,60168.89,Female,89.8,2023-07-01
866,61,64014.8,Female,46.46,2023-05-24
856,45,45462.95,Female,57.58,2023-06-30
953,43,,Female,,2023-01-15
734,55,68716.13,Female,,2023-07-28
96,42,61562.98,Male,40.48,2023-10-19
564,60,63254.9,Male,1.79,2023-01-17
241,49,29777.22,Male,32.32,2023-12-11
743,38,47220.69,Female,40.91,2023-08-29
575,30,49616.69,Male,3.71,2023-03-13
691,46,51563.02,Male,172.19,2023-09-08
461,25,59753.02,Male,156.16,2023-02-13
554,49,73609.8,Female,84.55,2023-12-01
887,35,43350.77,Male,,2023-10-07
207,68,60664.4,Male,129.48,2023-06-30
393,49,49503.1,Female,51.59,2023-03-04
795,35,84789.94,Male,137.01,2023-04-16
398,42,,Female,88.69,2023-09-30
767,55,53506.79,Female,117.79,2023-05-21
884,55,47622.06,Male,4.82,2023-04-16
218,66,47226.47,Female,34.33,2023-06-16
5,60,,male,33.94,2023-06-15
769,41,54963.2,Female,8.19,2023-02-12
643,26,74501.47,Female,74.85,2023-07-20
906,34,73422.67,Male,0.37,2023-06-15
613,35,60989.6,Male,4.08,2023-11-23
739,62,32186.02,Male,69.64,2023-10-25
547,21,59202.77,Female,22.42,2023-02-09
726,56,40056.49,Female,93.74,2023-02-17
684,57,86596.29,Female,78.13,2023-08-02
99,46,55077.45,Female,4.51,2023-12-30
805,22,22456.92,Male,12.65,2023-11-15
728,20,76243.65,Male,4.96,2023-09-23
574,46,39925.65,Female,238.86,2023-08-27
407,64,58859.82,Male,0.64,2023-03-09
503,22,49945.96,Male,17.78,2023-08-30
48,35,36435.25,Male,35.97,2023-01-14
33,59,41348.43,Female,40.64,2023-05-19
780,58,51140.08,Female,171.57,2023-04-28
840,36,57945.39,Male,8.58,2023-10-27
201,23,42132.2,Female,19.84,2023-05-25
135,57,51640.92,Male,5.66,2023-08-19
28,39,37535.75,Male,11.72,2023-06-02
889,32,47405.81,Female,39.78,2023-04-18
231,45,41826.21,Female,106.57,2023-02-07
490,29,39784.23,Female,101.53,2023-12-29
773,53,68415.03,Female,50.65,2023-10-19
379,63,53043.85,Female,87.07,2023-12-07
289,24,60616.28,Female,51.57,2023-07-09
419,60,55530.1,Female,45.89,2023-08-16
675,29,39677.74,Male,,2023-01-06
392,38,39036.05,Male,225.56,2023-04-25
593,58,64944.0,Male,59.36,2023-07-17
499,62,61787.0,Female,18.33,2023-12-26
139,18,38142.88,Male,30.03,2023-09-30
63,52,12925.33,Female,53.36,2023-12-05
472,64,71656.47,Female,5.17,2023-05-09
648,69,54931.44,Female,211.72,2023-04-13
129,65,59815.48,Female,75.22,2023-11-09
987,62,32061.75,Male,20.05,2023-05-03
521,69,50894.46,Male,5.72,2023-03-14
839,27,50849.75,Male,53.23,2023-11-20
973,25,58482.64,Female,2.4,2023-01-22
65,34,58656.08,Male,9.8,2023-03-05
813,38,51227.44,Female,12.69,2023-10-02
15,57,34441.31,Male,8.64,2023-07-16
157,68,30650.59,Female,113.89,2023-10-20
41,20,40060.64,Female,57.11,2023-05-29
493,64,43307.25,Male,51.74,2023-10-30
380,23,27263.84,Female,277.96,2023-02-25
188,47,66372.6,Male,10.06,2023-01-31
764,49,31640.9,Male,14.38,2023-07-10
217,66,63860.41,Female,47.66,2023-11-15
792,63,45253.87,Male,137.04,2023-07-14
53,26,40222.46,Male,,2023-02-24
879,28,49770.35,Female,4.85,2023-08-13
338,31,65982.21,Female,70.73,2023-02-24
749,37,41637.62,Male,41.08,2023-09-19
720,67,43558.92,Female,121.21,2023-04-04
725,58,39470.12,Female,95.08,2023-04-26
296,18,46287.22,Female,21.61,2023-09-07
702,24,26442.49,Female,6.71,2023-11-25
252,23,24461.25,Male,79.28,2023-11-06
727,18,28960.92,Female,51.59,2023-08-14
462,61,48512.36,Female,38.06,2023-10-09
456,23,60625.35,Male,99.54,2023-04-23
627,58,40643.47,Female,4.89,2023-07-27
816,39,45645.88,Female,30.62,2023-11-14
863,67,64243.31,Male,126.6,2023-11-12
270,49,29724.73,Male,126.33,2023-04-06
202,25,,Male,94.54,2023-03-06
162,49,27452.86,Female,45.3,2023-08-24
556,37,28034.38,Male,57.8,2023-01-22
730,45,39606.42,Male,177.48,2023-01-11
402,57,65662.41,Female,12.43,2023-01-28
703,42,35155.58,Male,15.56,2023-10-06
477,30,,Female,116.58,2023-05-29
822,58,38663.82,Male,,2023-08-19
772,45,55610.85,Female,20.13,2023-09-10
106,41,37252.33,Female,45.35,2023-07-28
566,29,26354.12,Female,0.8,2023-05-21
390,50,38025.54,Male,166.94,2023-11-01
2,69,,Female,1.95,2023-10-31
946,39,33451.87,Male,33.78,2023-05-04
993,64,38226.53,male,96.53,2023-07-25
562,50,,Male,92.82,2023-06-24
81,31,63066.87,Male,100.42,2023-10-23
206,50,44377.69,FEMALE,22.07,2023-04-16
35,33,57513.76,Female,21.01,2023-07-02
776,67,56285.29,Male,30.56,2023-03-31
509,33,53125.74,Male,27.54,2023-03-02
428,41,82448.82,Female,32.53,2023-07-03
455,59,34681.51,Male,50.9,2023-10-10
367,50,40433.9,Female,41.28,2023-11-17
92,35,46713.49,Female,218.72,2023-11-18
340,65,71140.21,Female,78.49,2023-04-26
898,47,77390.15,Male,43.68,2023-10-10
565,54,59784.84,Male,127.84,2023-03-31
346,50,42157.1,Female,154.6,2023-02-22
777,45,,Male,123.44,2023-07-27
242,23,61148.96,Male,3.76,2023-08-12
14,53,58083.65,Female,161.24,2023-07-27
316,25,60222.51,Female,18.14,2023-07-06
601,42,45175.47,Female,25.65,2023-02-13
388,48,,Female,14.76,2023-05-19
274,50,89485.73,Female,1.37,2023-11-14
167,56,46535.98,Female,31.0,2023-04-03
841,34,48942.52,Male,65.13,2023-10-17
741,38,,Female,85.56,2023-11-27
647,48,49037.92,Female,5.5,2023-12-30
819,30,39978.64,Male,51.26,2023-01-22
485,43,39854.12,Female,54.22,2023-10-29
991,24,47989.74,Female,476.4,2023-08-31
505,46,,Male,,2023-12-11
832,22,58367.15,Male,83.45,2023-12-04
244,21,47240.25,Male,37.71,2023-12-31
567,20,72148.11,Female,85.15,2023-05-25
876,38,55877.06,Female,113.91,2023-11-02
563,68,47410.59,Male,33.96,2023-09-30
963,64,55995.32,Female,118.1,2023-12-23
687,67,58921.32,Male,0.58,2023-07-12
958,43,61023.17,Female,83.04,2023-05-05
190,45,18899.15,Male,3.91,2023-10-29
783,34,52540.41,Male,30.63,2023-03-17
700,69,70880.03,Male,19.4,2023-09-08
476,33,56851.3,Female,36.86,2023-06-07
682,63,25319.02,Male,128.19,2023-12-03
511,54,46292.34,Female,118.79,2023-01-05
59,24,62535.38,Male,18.09,2023-12-09
475,69,55140.88,Male,49.5,2023-03-07
561,50,66180.21,Male,107.99,2023-07-09
857,48,44177.35,Female,69.3,2023-10-15
748,36,83157.85,Female,24.21,2023-05-24
253,39,65437.33,Female,65.51,2023-05-12
22,47,58444.54,Female,,2023-03-02
314,28,65797.29,Female,25.26,2023-11-11
460,50,63086.86,Female,204.91,2023-06-30
161,69,46106.13,Female,27.15,2023-10-23
277,35,37124.63,Female,,2023-07-25
956,66,74110.18,Female,21.98,2023-06-05
192,56,44428.39,Female,26.75,2023-07-09
386,66,55016.85,Female,68.16,2023-08-21
806,50,57619.87,Male,0.14,2023-06-13
414,43,59730.65,Male,131.89,2023-09-26
492,18,40210.64,Male,37.72,2023-12-30
344,20,718007.7000000001,Female,24.02,2023-07-21
770,45,62502.93,Female,23.89,2023-01-17
309,37,56444.27,Female,160.18,2023-04-19
662,62,51883.65,Male,22.13,2023-05-02
131,41,54199.53,Female,130.92,2023-07-26
664,56,50233.69,Female,140.74,2023-01-04
872,64,61387.33,Male,149.93,2023-05-09
100,32,43770.68,Male,150.47,2023-10-26
373,66,71307.56,Male,134.59,2023-04-13
88,57,44727.3,Female,36.65,2023-07-03
459,54,30795.43,Female,157.16,2023-04-15
331,52,71704.67,Male,15.26,2023-04-04
215,58,54892.0,Female,6.55,2023-04-16
467,23,49316.21,FEMALE,62.61,2023-05-20
122,45,70334.57,Female,1.01,2023-06-28
615,56,51179.53,Female,202.33,2023-02-19
21,61,29021.49,Female,289.52,2023-03-09
701,34,63774.75,Female,87.64,2023-08-21
72,59,53816.31,Female,11.28,2023-08-30
107,18,62455.04,Female,81.47,2023-05-08
271,24,35361.9,Female,1.04,2023-07-19
861,51,56554.07,Female,,2023-05-10
436,63,52799.14,Male,20.23,2023-07-03
103,42,52727.99,Male,68.96,2023-01-08
